search_term,count
"(Chronic rhinitis[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",24
"(Allergic rhinitis[tiab] OR Nasal allergies[tiab] OR  Hayfever[tiab] OR  Hay fever[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1373
"(Nasal mucosa telangiectasia[tiab] OR Spider veins of mucous membrane of nose[tiab] OR  Angioectasia of mucous membrane of nose[tiab] OR  Telangiectasia of mucosa of nose[tiab] OR  Spider veins of nasal mucous membrane[tiab] OR  Telangiectasia of mucous membrane of nose[tiab] OR  Nasal mucous membrane telangiectasia[tiab] OR  Angioectasia of mucosa of nose[tiab] OR  Spider veins of mucosa of nose[tiab] OR  Angioectasia of nasal mucous membrane[tiab] OR  Telangiectasia of nasal mucous membrane[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",10
"(Nasal dryness[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",2
"(Nasal polyposis[tiab] OR Polyposis nasi[tiab] OR  Polys of nose[tiab] OR  Nasal polyps[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",684
"(Nasal ulcer[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Abnormality of the midnasal cavity[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Prominent nasolabial fold[tiab] OR Deep laugh lines[tiab] OR  Prominent nasolabial groove[tiab] OR  Prominent laugh lines[tiab] OR  Deep nasolabial fold[tiab] OR  Prominent nasolabial crease[tiab] OR  Deep smile lines[tiab] OR  Deep nasolabial crease[tiab] OR  Deep nasolabial groove[tiab] OR  Prominent smile lines[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",3
"( Underdeveloped nasolabial fold[tiab] OR  Underdeveloped nasolabial crease[tiab] OR  Hypoplastic nasolabial fold[tiab] OR  Shallow nasolabial fold[tiab] OR  Hypoplastic nasolabial crease[tiab] OR  Flat nasolabial fold[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Wide nasal base[tiab] OR Broad base of nose[tiab] OR  Broad nasal base[tiab] OR  Increased width of nasal base[tiab] OR  Wide base of nose[tiab] OR  Wide nasal base[tiab] OR  Increased width of base of nose[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",10
"( Narrow nasal base[tiab] OR Thin nasal base[tiab] OR  Narrow nasal base[tiab] OR  Thin base of nose[tiab] OR  Decreased width of base of nose[tiab] OR  Decreased width of nasal base[tiab] OR  Narrow base of nose[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",2
"( Spontaneous recurrent epistaxis[tiab] OR Spontaneous recurrent nosebleed[tiab] OR  Recurring nosebleed[tiab] OR  Recurrent epistaxes[tiab] OR  Recurrent epistaxis[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",51
"( Abnormality of muscle of facial expression[tiab] OR   Abnormality of musculature of facial expression[tiab] OR  Abnormality of muscle of facial expression[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"( Weakness of facial musculature[tiab] OR  Decreased strength of facial muscles[tiab] OR  Face weakness[tiab] OR  Facial weakness[tiab] OR  Myasthenia of facial muscles[tiab] OR  Reduced facial muscle strength[tiab] OR  Decreased facial muscle strength[tiab] OR  Weakness of facial musculature[tiab] OR  Facial muscle weakness[tiab] OR  Weakness of face[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",164
"( Abnormality of jaw muscles[tiab] OR  Abnormality of jaw muscles[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",2
"( Abnormality of nasal musculature[tiab] OR  Abnormality of musculature of the nose[tiab] OR  Abnormality of muscle of nose[tiab] OR  Abnormality of nasal musculature[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Facial hypotonia[tiab] OR Low facial muscle tone[tiab] OR  Decreased facial muscle tone[tiab] OR  Atony of facial musculature[tiab] OR  Reduced facial muscle tone[tiab] OR  Hypotonic facies[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",9
"( Abnormality of platysma[tiab] OR Abnormality of the platysma muscle[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",4
"( Hypoplasia of facial musculature[tiab] OR Hypotrophic facial musculature[tiab] OR  Small facial muscles[tiab] OR  Underdevelopment of facial muscles[tiab] OR  Atrophy of facial musculature[tiab] OR  Decreased size of facial muscles[tiab] OR  Deficiency of facial musculature[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",11
"( Spasticity of facial muscles[tiab] OR Incrased stiffness of facial muscles[tiab] OR  Increased tone of facial muscles[tiab] OR  Spasticity of the facial muscles[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Facial muscle hypertrophy[tiab] OR Large facial muscles[tiab] OR  Hyperplasia of facial muscles[tiab] OR  Increased size of facial muscles[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",29
"( Facial myokymia[tiab] OR Involuntary facial contraction[tiab] OR  Involuntary facial quivering[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",19
"( Hypomimic face[tiab] OR Hypomimia[tiab] OR  Dull facial expression[tiab] OR  Decreased facial muscle movement[tiab] OR  Decreased facial expressions[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",44
"( Facial capillary hemangioma[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Plaque-like facial hemangioma[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Facial midline hemangioma[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Periorbital edema[tiab] OR   Periorbital oedema[tiab] OR  Periorbital cellulitis[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",51
"( Loss of facial adipose tissue[tiab] OR  Decreased amount of facial fat[tiab] OR  Loss of facial subcutaneous adipose tissue[tiab] OR  Loss of facial fat[tiab] OR  Loss of subcutaneous adipose tissue from face[tiab] OR  Decreased volume of facial adipose tissue[tiab] OR  Decreased amount of facial adipose tissue[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",7
